2024/08/23 11:27:24	106.221.227.136	861261027105820	GPS	2024/08/23 11:27:23	1	10	28.613381666666665	77.37330666666666	0.0	28	184
2024/08/23 11:28:24	106.221.227.136	861261027105820	GPS	2024/08/23 11:28:23	1	12	28.614525	77.37324166666667	0.0	35	4
2024/08/23 11:29:31	106.221.227.136	861261027105820	GPS	2024/08/23 11:29:23	1	12	28.617893333333335	77.37277833333333	0.0	27	271
2024/08/23 11:30:34	106.221.227.136	861261027105820	GPS	2024/08/23 11:30:23	1	12	28.61789	77.37042	0.0	14	269
2024/08/23 11:31:23	106.221.227.136	861261027105820	GPS	2024/08/23 11:31:23	1	14	28.618021666666667	77.36803	0.0	35	88
2024/08/23 11:32:25	106.221.227.136	861261027105820	GPS	2024/08/23 11:32:23	1	12	28.618453333333335	77.37073166666667	0.0	7	16
2024/08/23 11:49:15	106.221.236.102	861261027105820	GPS	2024/08/23 11:48:40	1	5	28.618851666666668	77.37073333333333	0.0	2	178
2024/08/23 11:52:09	106.221.236.102	861261027105820	GPS	2024/08/23 11:50:38	1	12	28.618038333333335	77.37081	0.0	6	129
2024/08/23 11:53:27	106.221.235.31	861261027105820	GPS	2024/08/23 11:50:38	1	12	28.618038333333335	77.37081	0.0	6	129
2024/08/23 11:53:27	106.221.235.31	861261027105820	GPS	2024/08/23 11:50:38	1	12	28.618038333333335	77.37081	0.0	6	129
2024/08/23 11:53:50	106.221.235.31	861261027105820	GPS	2024/08/23 11:51:38	1	12	28.618487777777776	77.37357	0.0	19	8
2024/08/23 11:54:01	106.221.235.31	861261027105820	GPS	2024/08/23 11:52:37	1	10	28.617868333333334	77.37368333333333	0.0	38	186
2024/08/23 11:55:21	106.221.235.31	861261027105820	GPS	2024/08/23 11:54:37	1	11	28.615173333333335	77.37508166666667	0.0	10	3
2024/08/23 11:55:21	106.221.235.31	861261027105820	GPS	2024/08/23 11:54:37	1	11	28.615173333333335	77.37508166666667	0.0	10	3
2024/08/23 11:58:49	106.221.235.31	861261027105820	GPS	2024/08/23 11:58:37	1	5	28.615846666666666	77.37498166666667	0.0	2	269
2024/08/23 11:59:48	106.221.235.31	861261027105820	GPS	2024/08/23 11:59:37	1	5	28.615543333333335	77.37439833333333	0.0	3	294
2024/08/23 12:03:40	106.221.235.31	861261027105820	GPS	2024/08/23 12:03:37	1	6	28.61504	77.374585	0.0	5	153
